Company,Sector,Country,Region,Indicator,KPI,Unit,2023,2022,2021,2020
ABSA Group,Financial Services,South Africa,Africa,Safety,Work-injury rate - Absa Regional Operations,Rate,0.25,0.06,0.03,0.08
ABSA Group,Financial Services,South Africa,Africa,Safety,Employees completing training on OHS policy and procedures,Number,40000,42000,40000,94000
ABSA Group,Financial Services,South Africa,Africa,Safety,Number of person days lost due to industrial action,Days,0,0,0,0
ABSA Group,Financial Services,South Africa,Africa,Safety,Percentage of total person days lost due to industrial action,%,0,0,0,0
ABSA Group,Financial Services,South Africa,Africa,Safety,Fatal-injury frequency rate,Rate,0,0,0,0
ABSA Group,Financial Services,South Africa,Africa,Safety,Lost-time injury frequency rate - South Africa,Rate,0.08,0.36,0.06,0.11
ABSA Group,Financial Services,South Africa,Africa,Safety,Lost-time injury frequency rate - Absa Regional Operations,Rate,0.25,0.28,0.03,0.02
ABSA Group,Financial Services,South Africa,Africa,Safety,Lost-time injuries,Number,26,17,14,20
ABSA Group,Financial Services,South Africa,Africa,Safety,First aid cases,Number,13,2,10,14
ABSA Group,Financial Services,South Africa,Africa,Safety,Medical treatment cases (MTC),Number,4,10,15,27
ABSA Group,Financial Services,South Africa,Africa,Training and development,Training spend,Rmillion,608,500,449,406.2
ABSA Group,Financial Services,South Africa,Africa,Training and development,Average hours training per employee,Hours,47,48.47,55.33,56.42
ABSA Group,Financial Services,South Africa,Africa,Skills development,Number of graduates,Number,61,107,32,35
ABSA Group,Financial Services,South Africa,Africa,Skills development,Number of bursaries,Number,1237,1056,1148,864
ABSA Group,Financial Services,South Africa,Africa,Skills development,Number of learnerships - Unemployed,Number,1403,1278,984,200
ABSA Group,Financial Services,South Africa,Africa,Skills development,Number of learnerships - Differently abled,Number,170,253,199,30
ABSA Group,Financial Services,South Africa,Africa,Skills development,Number of internships,Number,1425,742,651,300
Accelerate Property Fund,Real Estate,South Africa,Africa,Employees,Number of employees,Number,14,16,14,12
Accelerate Property Fund,Real Estate,South Africa,Africa,Employee remuneration,Salaries and wages,Rmillion,31.5,-,-,-
Accelerate Property Fund,Real Estate,South Africa,Africa,Employees,Total procurement spend,Rmillion,166,-,-,-
Accelerate Property Fund,Real Estate,South Africa,Africa,CSI,CSI spend,Rmillion,1.3,-,-,-
Acsion,Real Estate,South Africa,Africa,Employees,Number of employees,Number,412,143,-,-
Acsion,Real Estate,South Africa,Africa,Employees,Female employees (%),%,55,45,-,-
Acsion,Real Estate,South Africa,Africa,Diversity,Average age of employees,Years,37,33,-,-
Acsion,Real Estate,South Africa,Africa,Employee tenure,Average tenure,Years,1.4,4,-,-
Acsion,Real Estate,South Africa,Africa,Training and development,Training and development spend,Rand,348000,-,-
Acsion,Real Estate,South Africa,Africa,Skills development,Number of bursaries,Number,7,5,-,-
Acsion,Real Estate,South Africa,Africa,Skills development,Number of school children assisted with school funding,Number,18,-,-,-
Adcock Ingram,Healthcare,South Africa,Africa,Employees,Number of employees,Number,2316,2314,2223,2388
Adcock Ingram,Healthcare,South Africa,Africa,Employees,Number of employees - Differently abled,Number,65,59,42,52
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Male employees (%),%,49,49.6,50.8,50
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Female employees (%),%,51,50.4,49.2,50
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,African employees,%,67,65.5,63.7,63
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Coloured employees,%,12,12.3,13.0,13
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Indian employees,%,8,8.0,8.5,9
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,White employees,%,13,14.2,14.8,15
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Black male employees,%,44,44.3,44.7,44
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,White male employees,%,5,5.3,6.2,6
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Black female employees,%,43,41.5,40.5,42
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,White female employees,%,8,8.9,8.7,8
Adcock Ingram,Healthcare,South Africa,Africa,Employee remuneration,Salaries and wages,Rand/month,1350302,1350027,1292460,
Adcock Ingram,Healthcare,South Africa,Africa,Employment equity,Management composition - Top and Senior,%,1
Adcock Ingram,Healthcare,South Africa,Africa,Employment equity,Management composition - Middle,%,16
Adcock Ingram,Healthcare,South Africa,Africa,Employment equity,Management composition - Junior,%,35
Adcock Ingram,Healthcare,South Africa,Africa,Employment equity,Management composition - Semi-skilled,%,45
Adcock Ingram,Healthcare,South Africa,Africa,Employment equity,Management composition - Unskilled,%,4
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Employees between 20 - 29 years,%,12
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Employees between 30 - 39 years,%,34
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Employees between 40 - 49 years,%,28
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Employees between 50 - 59 years,%,18
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Employees over 60 years,%,8
Adcock Ingram,Healthcare,South Africa,Africa,Diversity,Average age,Years,41.9,42,42,
Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,0-2 years,%,32
Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,3-5 years,%,14
Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,6-10 years,%,28
Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,11-20 years,%,17
Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,20+ years,%,9
Adcock Ingram,Healthcare,South Africa,Africa,Employee tenure,Average tenure,Years,7.9,9,9,
Adcock Ingram,Healthcare,South Africa,Africa,Employees,Types of employees - TGP,%,53,55.8,53.9
Adcock Ingram,Healthcare,South Africa,Africa,Employees,Types of employees - BRG,%,38,38.4,39.9
Adcock Ingram,Healthcare,South Africa,Africa,Employees,Types of employees - Fixed term contract,%,9,5.8,6.2
Adcock Ingram,Healthcare,South Africa,Africa,Labour,Man hours worked,Hours,4713 690
Adcock Ingram,Healthcare,South Africa,Africa,Labour,Sick days taken,Days,18947
Adcock Ingram,Healthcare,South Africa,Africa,Labour,Absenteeism rate,%,3.3
Adcock Ingram,Healthcare,South Africa,Africa,Labour,Unionised employees,%,46,46,49,48.6
Adcock Ingram,Healthcare,South Africa,Africa,Labour,Unionised employees,Number,1074,1071,1081,1161
Adcock Ingram,Healthcare,South Africa,Africa,Employees,ICAS engagement rate,%,10.4,34,29,
Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Number of employees who got tested for HIV,Number,701,474,209
Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Site clinic visits,Number,9968,9560,9913
Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Number of employees who tested positive,Number,10,9,4,
Adcock Ingram,Healthcare,South Africa,Africa,Health and safety,Employees with medical aid,%,51,51,51,
Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Number of employees trained for skills including internal and external training interventions,Number,254
Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Number of employees - Differently abled trained for skills including internal and external training interventions,Number,49
Adcock Ingram,Healthcare,South Africa,Africa,Employees,Number of disciplinary cases,Number,254,367,213,
Adcock Ingram,Healthcare,South Africa,Africa,Employees,Number of dismissals,Number,39,25,26
Adcock Ingram,Healthcare,South Africa,Africa,Employees,Employee turnover rate,%,9.2,12,16
Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Training spend,Rmillion,56,47.8,47.9,37
Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Training spend on black employees as a % of payroll,%,-,3.1,3.2,-
Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Skills development spend on black employees,Rmillion,52,40.0,39.9,-
Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Training spend on employees with disabilities as a % of payroll,%,0.37,0.40,0.35,-
Adcock Ingram,Healthcare,South Africa,Africa,Training and development,Spend on study assistance,Rand,1600000,650567,212712,
Adcock Ingram,Healthcare,South Africa,Africa,Safety,Number of fatalities,Number,0,0,0,0
Adcock Ingram,Healthcare,South Africa,Africa,Safety,First aid cases,Number,184,221,191,271
Adcock Ingram,Healthcare,South Africa,Africa,Safety,Total recordable injuries,Number,45,46,31,55
Adcock Ingram,Healthcare,South Africa,Africa,Safety,Medical treatment cases (MTC),Number,26,17,15,39
Adcock Ingram,Healthcare,South Africa,Africa,Safety,Lost time injuries (LTIs),Number,19,29,16,16
Adcock Ingram,Healthcare,South Africa,Africa,Safety,Fatal injury frequency rate (FIFR),Rate,0,0,0,0
Adcock Ingram,Healthcare,South Africa,Africa,Safety,Lost-time injury frequency rate (LTIFR),Rate,0.82,1.30,0.45,0.20
Adcock Ingram,Healthcare,South Africa,Africa,Safety,Total recordable injury frequency rate (TRIFR),Rate,1.94,2.05,
Adcock Ingram,Healthcare,South Africa,Africa,CSI,CSI spend,Rmillion,8.4,8.1,11.6
Adcock Ingram,Healthcare,South Africa,Africa,Supply chain,Supplier and enterprise development spend,Rmillion,13.1,13.9,9.8
Adcorp,Industrials,South Africa,Africa,Employees,Number of employees,Number,45852,11026,13612,17783
Adcorp,Industrials,South Africa,Africa,Employees,Number of employees - Permanent,Number,1799,1799
Adcorp,Industrials,South Africa,Africa,Employees,Number of employees - Differently abled,Number,0,0,109,87
Adcorp,Industrials,South Africa,Africa,Employees,Number of employees - Contingent,Number,37611,9447
Adcorp,Industrials,South Africa,Africa,Employees,Number of contractors - Independent,Number,2516
Adcorp,Industrials,South Africa,Africa,Training and development,Hours of training,Hours,447610,342401,
Adcorp,Industrials,South Africa,Africa,Training and development,Training spend,Rmillion,27.8,34.4,19.3,
Adcorp,Industrials,South Africa,Africa,Employees,Permanent placements made,Number,1114,1289
Adcorp,Industrials,South Africa,Africa,Employees,Contigent employees paid,Number,37611,44774
Adcorp,Industrials,South Africa,Africa,Employees,Employee engagement score - South Africa,%,64
Adcorp,Industrials,South Africa,Africa,Employees,Employee engagement score - Australia,%,70
Adcorp,Industrials,South Africa,Africa,Labour,Permanent employees belonging to a union,Number,0
Adcorp,Industrials,South Africa,Africa,Labour,Contingent employees belonging to a union,%,8.16
Adcorp,Industrials,South Africa,Africa,Safety,Lost-time injury frequency rate (LTIFR),Rate,0.56,0.90
Adcorp,Industrials,South Africa,Africa,Safety,Number of fatalities,Number,0,2
Adcorp,Industrials,South Africa,Africa,Safety,Lost time injuries (LTIs),Number,249
Adcorp,Industrials,South Africa,Africa,Safety,Total injury frequency rate (TIFR),Rate,2.01
Adcorp,Industrials,South Africa,Africa,Safety,Total injuries,Number,891
Adcorp,Industrials,South Africa,Africa,Safety,Total of man hours worked,Hours,88675481
Adcorp,Industrials,South Africa,Africa,CSI,Education,Rand,866666
Adcorp,Industrials,South Africa,Africa,CSI,"Skills development, including adult basic education and training (ABET)",Rand,27815898
Adcorp,Industrials,South Africa,Africa,CSI,NPOs that focus on the homeless and children and adults with disabilities,Rand,144000
Adcorp,Industrials,South Africa,Africa,CSI,Enterprise development spend (support for small business),Rand,336814
ADvTECH Group,Consumer Defensive,South Africa,Africa,Safety,Emergency incidents reported,Number,322
ADvTECH Group,Consumer Defensive,South Africa,Africa,Training and development,Training spend,Rmillion,24,19,13,11
ADvTECH Group,Consumer Defensive,South Africa,Africa,Employees,Number of employees,Number,8819,7906,7866,7853
ADvTECH Group,Consumer Defensive,South Africa,Africa,Skills development,Number of internships,Number,63,-,-,-
ADvTECH Group,Consumer Defensive,South Africa,Africa,Skills development,Number of bursaries,Number,63,47,-,-
ADvTECH Group,Consumer Defensive,South Africa,Africa,Employees,Employee turnover rate,Rate,19,21,-,-
ADvTECH Group,Consumer Defensive,South Africa,Africa,Employees,Employee turnover rate - Voluntary,Rate,17,19
ADvTECH Group,Consumer Defensive,South Africa,Africa,Employees,Employee satisfaction score,%,86,-,75,-
ADvTECH Group,Consumer Defensive,South Africa,Africa,Employee remuneration,Salaries and wages,Rbillion,-,-,2.8,2.5
ADvTECH Group,Consumer Defensive,South Africa,Africa,Diversity,Female employees,%,74,70,68,67
ADvTECH Group,Consumer Defensive,South Africa,Africa,Diversity,Black employees,%,60,62,59,56
ADvTECH Group,Consumer Defensive,South Africa,Africa,CSI,CSI spend,Rmillion,-,-,207,216
AECI,Basic Materials,South Africa,Africa,Safety,Total recordable injury rate (TRIR),Rate,0.35,015,0.23,0.42
AECI,Basic Materials,South Africa,Africa,Safety,Number of fatalities,Number,2,0,0,0
AECI,Basic Materials,South Africa,Africa,Employees,Salaries and wages,Rbn,5.9,5.0,4.5,-
AECI,Basic Materials,South Africa,Africa,Employees,Number of employees,Number,7189,7168,7030,6807
AECI,Basic Materials,South Africa,Africa,Safety,Process safety total incident rate (PSTIR),Rate,0.63,0.81,0.8,1.1
AECI,Basic Materials,South Africa,Africa,Safety,Product Transportation Serious Incidents,Number,1,0,-,-
AECI,Basic Materials,South Africa,Africa,Safety,Transportation Indicator of Performance (All incidents),Rate,0.55,0,-,-
AECI,Basic Materials,South Africa,Africa,Safety,Occupational Illness (Recordable),Number,1,0,1,1
AECI,Basic Materials,South Africa,Africa,Employees,Employees participated in learning opportunities,Number,1977,1636
AECI,Basic Materials,South Africa,Africa,Employees,Awareness campaigns reach,Number,3200
AECI,Basic Materials,South Africa,Africa,Employees,Employees received voluntary screenings,Number,1200
AECI,Basic Materials,South Africa,Africa,Employees,Employees attending diversity workshops,Number,120
AECI,Basic Materials,South Africa,Africa,CSI,CSI spend,Rmillion,40,36.2,34.9,35
AECI,Basic Materials,South Africa,Africa,Skills development,Number of bursaries,Number,24,26,37,42
AECI,Basic Materials,South Africa,Africa,Skills development,"Number of learnerships, interships and apprenticeships",Number,376,376,188,256
AECI,Basic Materials,South Africa,Africa,Skills development,Bursary spend,Rmillion,1.9,1.9,30,-
AECI,Basic Materials,South Africa,Africa,Supply chain,Supplier and enterprise development spend,Rmillion,24,30,12.7,60
AECI,Basic Materials,South Africa,Africa,Training and development,Training spend,Rmillion,43,-,-,-
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Employees,Number of employees,Number,22931
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Employees,Number of employees - Permanent,Number,13477
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Employees,Number of contractors,Number,9454
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Employees,Employee turnover rate,%,6.5
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Employment equity,Top management,%,75
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Employment equity,Senior management,%,66
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Employment equity,Professionally qualified,%,76
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Employment equity,Technically qualified,%,84
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Health and safety,Employees and contractors trained trained on health and safety standards,Number,21457
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Health and safety,Employees/contractors successfully treated for TB,Number,15
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Health and safety,Percentage of employees/contractors on TB treatment,%,98
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Health and safety,Employees who received HIV CVT,Number,40640
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Health and safety,Employees electing to undergo HIV testing,Number,19880
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Health and safety,Employees and contractors on ARM disease management plans and received ART from wellness centres,Number,1239
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Employees,Number of contractors (%),%,41
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Training and development,Total training spend per employee (including contractors),Rand/employee,16204
African Rainbow Minerals (ARM),Basic Materials,South Africa,Africa,Training and development,Training days per employee,Days/employee,6.2
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Employee turnover rate,%,13.4
AfroCentric Group,Healthcare,South Africa,Africa,Diversity,Black employees,%,90.2
AfroCentric Group,Healthcare,South Africa,Africa,Diversity,Female employees,%,71
AfroCentric Group,Healthcare,South Africa,Africa,Diversity,Black employees - senior management level,%,45
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Number of employees taking online cources,Number,3802
AfroCentric Group,Healthcare,South Africa,Africa,Skills development,Learnerships and bursaries - Employees,Number,114
AfroCentric Group,Healthcare,South Africa,Africa,Skills development,Learnerships and bursaries - Unemployed youth participated in learnership programmes,Number,202
AfroCentric Group,Healthcare,South Africa,Africa,Skills development,Leadership development-Employees participating in a further education and training certificate,Number,39
AfroCentric Group,Healthcare,South Africa,Africa,Skills development,Investment towards developing unemployed learners with disabilities for skills development,Rmillion,5.6
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total spend on developing employees,Rmillion,5.8
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New hires - Male,Number,203
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New hires - Female,Number,521
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New hires,Number,724
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee hire rate (Male),%,28
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee hire rate (Female),%,72
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee hire rate (Total),%,100
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total employee turnover (Male),%,4.1
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total employee turnover (Female),%,9.3
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total employee turnover (Total),%,13.4
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee turnover rate (Male),%,0.4
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee turnover rate (Female),%,1.4
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee turnover rate (Total),%,1.8
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total number of new employees (Under 30),Number,246
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total number of new employees (30 - 50),Number,447
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total number of new employees (Over 50),Number,31
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee hire rate (Under 30),%,34
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee hire rate (30 - 50),%,62
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee hire rate (Over 50),%,4
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee hire rate (Total),%,100
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total employee turnover (Under 30),%,2.1
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total employee turnover (30 - 50),%,9.1
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total employee turnover (Over 50),%,2.2
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total employee turnover (Total),%,13.4
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee turnover rate (Under 30),%,0.4
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee turnover rate (30 - 50),%,1.3
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee turnover rate (Over 50),%,0.1
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee turnover rate (Total),%,1.8
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total number of new employees (African),Number,461
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total number of new employees (Indian/Asian),Number,25
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total number of new employees (Coloured),Number,167
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total number of new employees (White),Number,69
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total number of new employees (Foreign),Number,2
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total number of new employees (Total),Number,724
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee hire rate (African),%,63.7
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee hire rate (Indian/Asian),%,3.5
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee hire rate (Coloured),%,23.1
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee hire rate (White),%,9.5
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee hire rate (Foreign),%,0.3
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee hire rate (Total),%,100
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total employee turnover (African),%,7.1
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total employee turnover (Indian/Asian),%,1.1
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total employee turnover (Coloured),%,2.6
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total employee turnover (White),%,2.4
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Total employee turnover (Foreign),%,0.2
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee turnover rate (African),%,1.3
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee turnover rate (Indian/Asian),%,0.1
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee turnover rate (Coloured),%,0.2
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee turnover rate (White),%,0.2
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee turnover rate (Foreign),%,0.2
AfroCentric Group,Healthcare,South Africa,Africa,Employees,New employee turnover rate (Total),%,1.8
AfroCentric Group,Healthcare,South Africa,Africa,Employees,Employees accessed the financial coaching services,Number,364
AfroCentric Group,Healthcare,South Africa,Africa,Health and safety,Number of employees attended various financial wellness sessions,Number,1000
AfroCentric Group,Healthcare,South Africa,Africa,Safety,Number of fatalities,Number,0
AfroCentric Group,Healthcare,South Africa,Africa,Safety,Lost day cases,Number,49.5
AfroCentric Group,Healthcare,South Africa,Africa,Safety,Restricted duty cases,Number,0
AfroCentric Group,Healthcare,South Africa,Africa,Health and safety,Medical treatment cases,Number,13
AfroCentric Group,Healthcare,South Africa,Africa,Labour,Hours worked,Hours,8589575
AfroCentric Group,Healthcare,South Africa,Africa,Labour,Total recordable incidences rate (TRIR),Rate,1.46
Altron,Technology,South Africa,Africa,Labour,Under 30 years old (Black),Number,0
Altron,Technology,South Africa,Africa,Labour,Under 30 years old (White),Number,0
Altron,Technology,South Africa,Africa,Labour,30 to 50 years old (Black),Number,2
Altron,Technology,South Africa,Africa,Labour,30 to 50 years old (White),Number,7
Altron,Technology,South Africa,Africa,Labour,Over 50 years old (Black),Number,2
Altron,Technology,South Africa,Africa,Labour,Over 50 years old (White),Number,5
Altron,Technology,South Africa,Africa,Labour,Senior management - Under 30 years old (Black),Number,1
Altron,Technology,South Africa,Africa,Labour,Senior management - Under 30 years old (White),Number,0
Altron,Technology,South Africa,Africa,Labour,Senior management - 30 to 50 years old (Black),Number,72
Altron,Technology,South Africa,Africa,Labour,Senior management - 30 to 50 years old (White),Number,97
Altron,Technology,South Africa,Africa,Labour,Senior management - Over 50 years old (Black),Number,11
Altron,Technology,South Africa,Africa,Labour,Senior management - Over 50 years old (White),Number,82
Altron,Technology,South Africa,Africa,Labour,Employees - Under 30 years old (Black),Number,728
